Stock,return,adjusted_price,close_price,period_ending,fiscal_period,fiscal_year,current_ratio,quick_ratio,cash_ratio,days_of_sales_outstanding,days_of_inventory_outstanding,operating_cycle,days_of_payables_outstanding,cash_conversion_cycle,gross_profit_margin,operating_profit_margin,pretax_profit_margin,net_profit_margin,effective_tax_rate,return_on_assets,return_on_equity,return_on_capital_employed,net_income_per_ebt,ebt_per_ebit,ebit_per_revenue,debt_ratio,debt_equity_ratio,long_term_debt_to_capitalization,total_debt_to_capitalization,cash_flow_to_debt_ratio,company_equity_multiplier,receivables_turnover,payables_turnover,inventory_turnover,fixed_asset_turnover,asset_turnover,operating_cash_flow_per_share,free_cash_flow_per_share,cash_per_share,payout_ratio,operating_cash_flow_sales_ratio,free_cash_flow_operating_cash_flow_ratio,cash_flow_coverage_ratios,short_term_coverage_ratios,capital_expenditure_coverage_ratio,dividend_paid_and_capex_coverage_ratio,dividend_payout_ratio,price_book_value_ratio,price_to_book_ratio,price_to_sales_ratio,price_earnings_ratio,price_to_free_cash_flows_ratio,price_to_operating_cash_flows_ratio,price_cash_flow_ratio,price_earnings_to_growth_ratio,price_sales_ratio,dividend_yield,enterprise_value_multiple,price_fair_value,interest_coverage
ETR,-0.001331571450040741,28.125,56.25,2022-12-31,FY,2022,0.6429170381667356,0.4339601224407707,0.0351936361194307,39.65122113198138,57.22695533901621,96.8781764709976,76.43174263383912,20.44643383715849,0.3832650513065126,0.1489930026633514,0.076877490557595,0.0797093220641289,-0.0368356392228018,0.0187240280520631,0.0843823462340558,0.0392675114403348,1.0368356392228018,0.5159805439407054,0.1489930026633514,0.4566956697862799,2.058160350131153,0.6450018139003001,0.6730060279680515,0.0966170992187269,4.506634256230876,9.205265048082037,4.775502787481928,6.378113213217726,0.3205026066817076,0.2349038677935191,12.646052938602397,-13.22203139839024,1.0964226552525314,0.7838539910202728,0.1878411422296782,-1.0455461053804114,0.0966170992187269,0.8242817674097718,0.4888670059157769,0.4204913693629665,0.7838539910202728,0.8845058975610263,0.8845058975610263,0.8355226964269795,10.48212021869628,-4.2542630784289575,4.448028192915076,4.448028192915076,-3.434435859890492,0.8355226964269795,0.0747800993182813,9.141662888317734,0.8845058975610263,2.076065631523216
ETR,-0.08764444986979167,25.65999984741211,51.31999969482422,2023-12-31,FY,2023,0.5723244866092226,0.3203476217901937,0.0207219832370618,41.869912290782594,86.28591828425327,128.15583057503585,83.87561425854241,44.28021631649344,0.4387301591483025,0.2155170994447212,0.1376239646765912,0.1944702295435439,-0.4130549864664802,0.0395674309715983,0.1611657041542888,0.0491113683886049,1.4130549864664803,0.6385756166502736,0.2155170994447212,0.4396076062406902,1.7906057500224968,0.6108570626949379,0.6416548629300508,0.1636179622645937,4.073191010808215,8.717477062409623,4.351681990368567,4.230122449384775,0.2744999505681834,0.2034626639998837,20.29744009322384,-1.972383306208102,0.626497344747917,0.3964390786983927,0.3535179345197149,-0.0971739932301398,0.1636179622645937,1.326544809324521,0.9114324675669222,0.760308753133998,0.3964390786983927,0.7303654200841377,0.7303654200841377,0.8812937692901172,4.531767002891238,-25.6542426823102,2.4929252047351764,2.4929252047351764,0.0426333481108234,0.8812937692901172,0.0874800223501047,7.479484162749408,0.7303654200841377,2.6013110017229626
ETR,1.9547934585226001,75.81999969482422,75.81999969482422,2024-12-31,FY,2024,0.7495642412341431,0.4430942444378631,0.1465805021161772,42.71973558486936,106.828734844984,149.54847042985335,114.65594625039444,34.8925241794589,0.4830349000934623,0.2231622421968049,0.1214017783179357,0.0888569725058467,0.2680751984279693,0.0162924753610246,0.0699812011582144,0.0449909397500805,0.7319248015720308,0.5440068047482356,0.2231622421968049,0.0355823408144018,0.1528371162168318,,0.1325747705958535,0.357272398792217,4.295308085941654,8.544060374036517,3.183437160798316,3.4166837277408617,0.2482856607456888,0.1833561835561371,1.925704308706489,1.925704308706489,2.009999127429153,0.9473166665087772,0.0693327490289489,1.0,0.357272398792217,0.357272398792217,,0.8236671206766549,0.9473166665087772,2.149920884840984,2.149920884840984,2.729811117733826,30.72140588127966,39.37260754789965,39.37260754789965,39.37260754789965,-0.3947364031343199,2.729811117733826,0.0308357198941221,7.270900788569654,2.149920884840984,2.2026557260457897
EVRG,0.23599356305036426,68.61000061035156,68.61000061035156,2021-12-31,FY,2021,0.5511940442811564,0.3685584453253408,0.0084437139450191,37.148764028854245,70.00084605231987,107.1496100811741,79.01807167755254,28.13153840362156,0.4710831080960137,0.2425224193173071,0.1791934415665777,0.1574632609590635,0.1172710018979123,0.0308444802861099,0.0951603132707368,0.0533055835326702,0.8787333932674058,0.7388737176175364,0.2425224193173071,0.3914903315159271,1.2078122971745056,0.5014426473522702,0.5470629449433854,0.1210604092964936,3.0851650729090045,9.8253605346465,4.619196498358606,5.214222692782777,0.2641415765186474,0.1958836626286355,5.902620087336245,-2.710917030567685,0.1144104803493449,0.5659884051381152,0.2419496303721338,-0.4592735074350818,0.1210604092964936,0.7151473467012327,0.6852724968314322,0.5471583549222798,0.5659884051381152,1.6995900220674138,1.6995900220674138,2.812338231872125,17.86028191428896,-25.30877899484536,11.623651697861952,11.623651697861952,0.433749703632732,2.812338231872125,0.0316897800300286,11.601205443940376,1.6995900220674138,3.636339237788513
EVRG,-0.08278676948909411,62.93000030517578,62.93000030517578,2022-12-31,FY,2022,0.5272196462304654,0.3346213292117465,0.0072127769191138,42.585721356522335,76.05155596841617,118.63727732493852,67.90277132683077,50.734505998107736,0.4488061306343978,0.2162789506920858,0.1374272499189295,0.1284668293765254,0.0589915548931942,0.0255239929603016,0.0793677573099106,0.0487457734044722,0.9347988077496274,0.6354166666666666,0.2162789506920858,0.4081431269688944,1.269135464006664,0.5108822346230415,0.5593035251256981,0.1497079618813403,3.109535307949429,8.57094792276185,5.375332889480692,4.799375835934017,0.263008816188749,0.1986815825079095,7.837755545889517,-1.5859069160504566,0.1096128751631144,0.710508833532616,0.3075387004830093,-0.2023419723625062,0.1497079618813403,0.8372363163274789,0.8317101315485806,0.6670491987809756,0.710508833532616,1.5255234771239077,1.5255234771239077,2.469254151661518,19.22094725654312,-39.68076522216127,8.029084299905655,8.029084299905655,-1.2948848678092202,2.469254151661518,0.0369653391193166,12.06804931406955,1.5255234771239077,3.1366336633663368
EVRG,-0.15096138493453426,53.43000030517578,53.43000030517578,2023-12-31,FY,2023,0.5093378124466207,0.2883618971701873,0.0078858964869327,40.44805925710759,74.18124214495182,114.62930140205938,58.95698051948052,55.67232088257887,0.3066337460513416,0.2328165280853999,0.1364874187574888,0.1327656947823245,0.0207501995211492,0.0226800478845807,0.0756796473181484,0.0446337830124323,0.972732109603618,0.5862445414847162,0.2328165280853999,0.4116461255047419,1.3735964649025676,0.5335531269911761,0.5786983951203987,0.1491878371455263,3.3368380747379205,9.02391874180865,6.190954773869347,4.920381345014172,0.2321323966336124,0.1708276217118117,8.609565217391305,-1.5382608695652171,0.3017391304347826,0.7788869137153015,0.359500381249773,-0.1786688213311786,0.1491878371455263,0.9344533056486244,0.8484147386461011,0.6819809891169583,0.7788869137153015,1.2424584243151784,1.2424584243151784,2.1796594168693946,16.417338985368524,-33.9344262295082,6.063023936976063,6.063023936976063,-5.964966498017242,2.1796594168693946,0.0474429451940696,10.449617214980345,1.2424584243151784,2.269332861440453
EVRG,0.15197452527617109,61.54999923706055,61.54999923706055,2024-12-31,FY,2024,0.0680761470304412,0.0680761470304412,8.772699359592947e-05,3.645443196004994,,3.645443196004994,11.687285580621689,-8.041842384616693,0.8354967249841807,0.2510560429599986,0.1552853453730781,0.1493851863253125,0.0330396475770925,0.0270583388317364,0.0890617671649095,0.0471386093468027,0.9620044052863436,0.6185286103542235,0.2510560429599986,0.0157579587449391,0.0518668814616937,,0.0493093587941646,2.044426970709652,3.291472093639756,100.125,31.23051948051948,,,0.1811313390392818,4.515848892748589,-1.018671298306557,0.0004342162396873,0.1969089868345735,0.1778598669471379,-0.225576923076923,2.044426970709652,2.044426970709652,0.8159422563941628,0.7189271394995161,0.1969089868345735,1.4452746793368545,1.4452746793368545,2.424189797000325,16.227779049799654,-60.42184569479966,13.629774038461536,13.629774038461536,0.8459727439075891,2.424189797000325,0.012134068761369,5.558587598425197,1.4452746793368545,2.6069969809980464
EW,0.42003724964142347,129.5500030517578,129.5500030517578,2021-12-31,FY,2021,3.081177952145694,2.3772159256030223,0.8358035454809648,46.38098423315815,212.38329730162545,258.7642815347836,59.76659460325086,198.9976869315328,0.7613186813186813,0.2577161968466316,0.3252747252747253,0.2872623029144768,0.1168625146886016,0.1767812198621598,0.257560958892373,0.1805148387614955,0.8831374853113984,1.262143121987393,0.2577161968466316,0.0811869310563827,0.1182850974142805,0.0926208097518502,0.1057736508228371,2.5091988990294074,1.4569475145221815,7.8696044517972625,6.107090464547677,1.7185908903261318,3.1930798803929945,0.6153999952955567,2.778918658751805,2.2497994545162845,2.353280924113589,,0.3310272336359293,0.8095952889556031,2.5091988990294074,67.92549019607843,5.251970891449363,5.251970891449363,,13.836514505046352,13.836514505046352,15.43210989010989,53.72131927350144,57.58291021892605,46.61885283759598,46.61885283759598,0.6505701049635038,15.43210989010989,,43.43252210004312,13.836514505046352,73.28804347826087
EW,-0.4240833743512659,74.61000061035156,74.61000061035156,2022-12-31,FY,2022,3.0279733959311423,2.171654929577465,0.752151799687011,47.408498067776456,295.77702702702703,343.1855250948035,68.20945945945945,274.97606563534407,0.7992717003567182,0.3248550832342449,0.3283665279429251,0.2827549048751486,0.1389046056353966,0.1835272836900814,0.262093788210171,0.2405056326597983,0.8610953943646034,1.010809265084358,0.3248550832342449,0.0833644859813084,0.1190521294366852,0.0931282211463376,0.1063865804863034,1.7621871835671925,1.4280916871889369,7.69904162494636,5.351163942545814,1.2340376927470018,3.120051011535564,0.6490684353331323,1.9680129240710824,1.5402261712439418,1.963327948303716,,0.2263302615933412,0.7826301099983582,1.7621871835671925,47.77254901960784,4.600453172205438,4.600453172205438,,7.953500266933026,7.953500266933026,8.5804826843044,30.34600827912477,48.44093769666457,37.911336397964206,37.911336397964206,14.626775990538194,8.5804826843044,,23.51861354825546,7.953500266933026,91.06770833333331
EW,0.012866895545092166,75.56999969482422,75.56999969482422,2023-12-31,FY,2023,3.37602476158608,2.3987786514974068,0.9570018403881546,50.33581468158806,309.0252210465285,359.3610357281166,53.2765618205537,306.0844739075629,0.7702171596056488,0.2554789501731948,0.2661370903277378,0.2335464961364242,0.124335147988236,0.1497778537252221,0.2108872180451128,0.1878229143710668,0.8775420812214505,1.041718271299133,0.2554789501731948,0.0742160799726589,0.1044962406015037,0.0823789154132744,0.0946098653487453,1.2891063462368686,1.408,7.251298152397053,6.851042701092354,1.1811333675740456,3.257459043072583,0.6413192071086808,1.47651227954508,1.0375803527278722,2.7105653535520027,,0.1491806554756195,0.7027238222817593,1.2891063462368686,,3.363875328576793,3.363875328576793,,6.956522556390977,6.956522556390977,7.703982647215561,32.98693311466058,73.48828435266084,51.64196807323063,51.64196807323063,-5.40985703080434,7.703982647215561,,25.91750113147771,6.956522556390977,87.16477272727273
EW,-0.020378469256932104,74.02999877929688,74.02999877929688,2024-12-31,FY,2024,4.175790592612278,3.453826733988839,2.023119851182567,48.80981707877562,354.9400447427293,403.7498618215049,64.4751677852349,339.27469403627003,0.7945583233753102,0.2534607960290468,0.2846033642798051,0.7674602445077673,0.0982494670886893,0.3197628549324795,0.4175268042886862,0.1193669318880356,2.696595827142949,1.1228693696960903,0.2534607960290468,0.0536180708218118,0.0700112017922867,0.0564075461726484,0.0654303447244447,0.7747142857142857,1.3057389182269163,7.478003849326368,5.661094224924012,1.0283426888745744,3.0487053020961774,0.4166507089074935,0.9073113602141544,0.4850259327421783,6.651999330767944,,0.0996966632962588,0.5345749585100498,0.7747142857142857,23.17521367521368,2.1485736925515058,2.1485736925515058,,4.425481176988318,4.425481176988318,8.134521739130435,10.59927442150146,152.63101414280786,81.59271805273833,81.59271805273833,0.0524289591299108,8.134521739130435,,24.318107480703382,4.425481176988318,69.63131313131314
EWBC,0.5515677721490535,78.68000030517578,78.68000030517578,2021-12-31,FY,2021,138.48409043530995,138.48409043530995,44.05619989766331,,,,,,1.0,0.5864480040681413,0.5864480040681413,0.4846356604123434,0.1736084750046621,0.014341563110962,0.149554291102371,0.0173845815317186,0.8263915249953379,1.0,0.5864480040681413,0.008326863198109,0.0868328028865805,0.0643303744173722,0.0798952724429704,2.3052073345407624,10.428032840301665,,,,18.262977532646605,0.0295924635400535,8.238418907675603,8.19599368239956,103.04725508721955,0.2162269281920225,0.6486498189654886,0.994850319490732,2.3052073345407624,,194.186804055177,5.998706226030527,0.2162269281920225,1.9116760210086383,1.9116760210086383,6.194849804087462,12.782488599408236,9.599812182500935,9.550376216812076,9.550376216812076,0.235032854892345,6.194849804087462,0.0169158709988626,5.783452000504465,1.9116760210086383,12.119557610453978
EWBC,-0.16243008044899782,65.9000015258789,65.9000015258789,2022-12-31,FY,2022,86.26562793149351,86.26562793149351,32.34854508581179,,,,,,1.0,0.7274582273088119,0.6087236997739149,0.4864441693304856,0.2008785438924835,0.017595463574377,0.188497265988171,0.0263593473016084,0.7991214561075164,0.8367816555266022,0.7274582273088119,0.0041229470544974,0.0441684440027189,0.0248329317263841,0.042300113795245,7.816041251309911,10.712833179494345,,,,22.367058573894926,0.0361715992990408,14.618838713329463,14.613645047620397,68.32287052630089,0.2024505289061177,0.8908957546638931,0.9996447278876992,7.816041251309911,,2814.7438692098094,9.017401741483534,0.2024505289061177,1.556221756732099,1.556221756732099,4.016052942619766,8.255938082570166,4.509484101006736,4.507882007064785,4.507882007064785,0.2794317504869903,4.016052942619766,0.0245218080466868,3.790576167431857,1.556221756732099,6.12676230252406
EWBC,0.10606976785917921,72.88999938964844,72.88999938964844,2023-12-31,FY,2023,0.0981811767422013,0.0981811767422013,0.0787600843123225,,,,,,1.6801443896607384,0.7393230686909216,0.6179655654280996,0.4915551860348257,0.2045589373668454,0.01668025993579,0.1670534787624046,0.1585165704916652,0.7954410626331545,0.8358532170818057,0.7393230686909216,0.0683115499136625,0.6841429388185648,0.0215391805423682,0.4062261718108646,0.2996424669068445,10.015040497298598,,,,13.09477587946384,0.0339336465358912,10.09399705307302,10.09399705307302,76.53028392508004,0.2364478310931903,0.603207831280673,1.0,0.2996424669068445,0.3166464444444444,,5.189904353970439,0.2364478310931903,1.4612275016206688,1.4612275016206688,4.2996647643592745,8.74706418834253,7.127998910807637,7.127998910807638,7.127998910807638,2.7920628889189385,4.2996647643592745,0.0270316789727359,6.34360491119558,1.4612275016206688,1.2641176474846023
EWBC,0.3137605012770786,95.76000213623048,95.76000213623048,2024-12-31,FY,2024,2.88041074123462,2.88041074123462,2.88041074123462,,,,,,1.0,-1.6962484114814838,4.42058898985138,3.477098485164878,0.2134309493265562,0.0153414066656817,0.1509229379983618,-0.0074964234598254,0.7865690506734437,-2.606097644619452,-1.6962484114814838,0.0016483654973463,0.016215994346278,,0.015957231962984,11.271964355581815,9.837620583774244,,,,2.041522533495737,0.0044121288859479,10.163335685179051,10.163335685179051,80.68903079957954,0.2646548603020283,4.21119092650156,1.0,11.271964355581815,11.271964355581815,,4.576232340717977,0.2646548603020283,1.722229636099916,1.722229636099916,39.67827646486764,11.411317980826812,9.42210342807475,9.42210342807475,9.42210342807475,5.86969668638781,39.67827646486764,0.0231923131707221,,1.722229636099916,-0.2970064978479796
EXC,0.3680720105104527,29.385369446410262,41.19828796386719,2021-12-31,FY,2021,0.8663025262243188,0.8302402085531624,0.0417106324871206,58.29663284647118,19.3985547017929,77.69518754826409,79.43057080131723,-1.7353832530531434,0.3905675103133014,0.1495149960976697,0.0922064890177277,0.0951053629167131,0.022974607013301,0.0128258140181786,0.0496031169133253,0.0229422935450206,1.0314389359129383,0.6167039522744221,0.1495149960976697,0.2596738664641801,1.0042741255488037,0.4751724348409937,0.5010662527381661,0.0872032426172553,3.8674439566190792,6.26108202443281,4.595208070617907,18.815834767641995,0.2778586697233495,0.1348589987444836,3.076608784473953,-5.0755873340143,0.686414708886619,0.8774912075029309,0.1679116958412309,-1.649734395750332,0.0872032426172553,0.8856218759188474,0.3773963162510964,0.3177885629879721,0.8774912075029309,1.1724772482772658,1.1724772482772658,2.2480215185639425,23.637168815943728,-8.115316965184142,13.388117529880477,13.388117529880477,-1.7596559007424784,2.2480215185639425,0.0371233633916023,7.055250095093191,1.1724772482772658,2.0806826997672614
EXC,0.47114024280260786,43.22999954223633,43.22999954223633,2022-12-31,FY,2022,0.691358024691358,0.6202054471774574,0.0383564225803411,68.12899675018346,24.947944957450662,93.07694170763412,111.75357595509686,-18.67663424746276,0.4210084914561274,0.1737603522381801,0.1259565992242373,0.1137435789915085,0.1452351227632126,0.0227584977293941,0.0876980278047203,0.0391205834454436,0.9030378693300042,0.7248868778280543,0.1737603522381801,0.4200358682314445,1.6185741998060137,0.5903718173691355,0.6181127882211316,0.1215980024968789,3.853419010669253,5.357483852850323,3.266114725014784,14.63046357615894,0.2761885459493891,0.200085999853171,4.939148073022312,-2.3093306288032456,0.4127789046653144,0.6147465437788019,0.2552678477827864,-0.4675564681724846,0.1215980024968789,1.109845031905196,0.6814047852245697,0.5742247376488622,0.6147465437788019,1.7226309408341414,1.7226309408341414,2.2342373414404024,19.64275576036866,-18.719710144927536,8.752521560574948,8.752521560574948,0.7430085874574233,2.2342373414404024,0.0312963492128287,11.142866043613708,1.7226309408341414,2.290946786454734
EXC,-0.15637285202671788,36.470001220703125,36.470001220703125,2023-12-31,FY,2023,0.8108643519966635,0.7273485559378584,0.0463976644771139,56.462696184470936,22.841015625,79.30371180947094,81.15546875,-1.8517569405290573,0.4108712661665209,0.1851613200165692,0.1243613936576609,0.107147788465964,0.1384159881569208,0.0229255706773285,0.0903902154921374,0.0437496601598608,0.8615840118430792,0.6716380810340542,0.1851613200165692,0.4333799460343095,1.708716754028344,0.606475468699864,0.6308214956352222,0.1068669332848573,3.942768394486508,6.464445105623327,4.497540407589599,15.980024968789014,0.2952318834671776,0.2139621452346719,4.721887550200803,-2.715863453815261,0.4467871485943775,0.6155498281786942,0.2164587840014728,-0.5751647884329152,0.1068669332848573,1.1979113601630158,0.634854211663067,0.5319533989367718,0.6155498281786942,1.388328479906814,1.388328479906814,1.6457127076908915,15.359278350515462,-13.218632162661738,7.602891771209866,7.602891771209866,2.4136008836524354,1.6457127076908915,0.0400767415064156,9.993624795262694,1.388328479906814,2.3267784846732216
EXC,0.03208111131844803,37.63999938964844,37.63999938964844,2024-12-31,FY,2024,3.429038854805726,3.080163599182004,0.1460122699386503,59.50191071738753,23.669226090922912,83.17113680831045,83.07815113273529,0.0929856755751643,0.4287823519194024,0.1875542817439638,0.1158155289213131,0.1068264721208963,0.077615298087739,0.0228234246270318,0.0913784777682849,0.0410009588091779,0.922384701912261,0.6175040518638574,0.1875542817439638,0.1212424849699398,0.4854203038520114,0.2962749967324533,0.3267898672134837,0.2076063666972757,4.003714572267003,6.134256792754395,4.393453573814296,15.42086752637749,0.2945435010616254,0.2136495212647517,2.704885343968096,0.5164506480558325,0.3559322033898305,0.3154471544715447,0.1178130970991836,0.1909325469959454,0.2076063666972757,1.5645905420991926,1.235990888382688,0.9131605520026927,0.3154471544715447,1.4023594963040005,1.4023594963040005,1.6394354698627758,15.346715447154471,72.88208494208494,13.91556210836712,13.91556210836712,3.2646649223946747,1.6394354698627758,0.0205547014641516,6.172956574923547,1.4023594963040005,2.2565308254963425
EXE,0.4340963377635768,64.5199966430664,64.5199966430664,2021-12-31,FY,2021,0.8594196975888844,0.8594196975888844,0.3698406211687781,55.74236405971784,,55.74236405971785,23.0321655398484,32.71019851986946,0.3314614436378578,0.3184495274619915,0.8522120257498973,0.8667305848513902,-0.0170363227258116,0.5748024343718775,1.1158525833186388,0.2715487035739313,1.0170363227258117,2.6761290322580646,0.3184495274619915,0.2069216095921519,0.4016928231352495,0.2865769279154611,0.2865769279154611,0.7848990342405618,1.9412801974960323,6.547982062780269,15.847402597402596,,0.8294705748693478,0.6631846670905622,15.16316314065032,8.929983661691717,7.717269831091606,0.0188053097345132,0.2448979591836734,0.5889261744966443,0.7848990342405618,,2.4326530612244897,2.0936768149882905,0.0188053097345132,1.34156715878681,1.34156715878681,1.0420527814655527,1.2022799237484196,7.225097205584045,4.255048857651007,4.255048857651007,-0.0114081837801657,1.0420527814655527,0.015641373829052,1.2301092120914945,1.34156715878681,27.678571428571427
EXE,0.46264735983558747,94.37000274658205,94.37000274658205,2022-12-31,FY,2022,0.9977810650887574,0.9977810650887574,0.048076923076923,45.86821637682426,,45.86821637682426,66.9592333434743,-21.09101696665004,0.7127501529319235,0.330332954644761,0.3190596871449794,0.43135541379009,-0.3519583675705286,0.3191104215153866,0.5409907935116177,0.2961454089627076,1.351958367570529,0.965873015873016,0.330332954644761,0.1999612102404965,0.3389960543621219,0.2531718097732667,0.2531718097732667,1.3336566440349176,1.6953090749671196,7.957579972183589,5.451077943615257,,1.0228837042996335,0.7397853633307474,32.79405334499344,18.30106928489089,1.3038120602615575,0.2455429497568881,0.360482390981386,0.558060606060606,1.3336566440349176,,2.262753702687877,1.3591433278418452,0.2455429497568881,1.3010007069267866,1.3010007069267866,1.0373442672376123,2.4048481462722853,5.156529300608167,2.8776558666666667,2.8776558666666667,-0.0863171582133584,1.0373442672376123,0.1021033074946957,2.665947241193386,1.3010007069267866,23.19018404907976
EXE,-0.18469852493256483,76.94000244140625,76.94000244140625,2023-12-31,FY,2023,1.985540334855404,1.985540334855404,0.8211567732115678,27.838585209003217,,27.838585209003213,53.4361005856011,-25.59751537659789,0.6266237942122187,0.4041157556270096,0.4009003215434084,0.3111254019292604,0.2239332691690728,0.1682665553700612,0.2254636965234411,0.2405450926351248,0.7760667308309271,0.9920432845321452,0.4041157556270096,0.1469115191986644,0.1968496598005406,0.1589715450340989,0.1644731718713495,1.1268939393939394,1.3399198434150434,13.111298482293424,6.830588235294118,,0.7700307021887689,0.5408319421257651,17.91629027401385,4.147847034025896,12.917795844625113,0.2013228606862339,0.3061093247588424,0.2315126050420168,1.1268939393939394,,1.301257517769273,1.0276338514680483,0.2013228606862339,0.9532436946593345,0.9532436946593345,1.315414996784566,4.227925423728813,18.56143666061706,4.297206554621849,4.297206554621849,-0.0798356064158743,1.315414996784566,0.0476174105523076,2.3676096719932715,0.9532436946593345,28.053571428571427
EXE,0.2938653482311782,99.5500030517578,99.5500030517578,2024-12-31,FY,2024,0.6394492475184118,0.6394492475184118,0.1015049631764329,106.015162283819,,106.015162283819,89.2681775259679,16.74698475785111,0.2473347547974413,-0.1902392797915185,-0.19924188580905,-0.1691542288557214,0.1510107015457788,-0.0255969025596902,-0.0406490179333902,-0.0324169391627306,0.8489892984542212,1.0473225404732254,-0.1902392797915185,0.206173370617337,0.3274124679760888,0.231492824641232,0.2466546577457539,0.2721265866805772,1.5880444064901793,3.442903752039152,4.088803088803089,,0.1738324684951816,0.1513228651322865,9.968851320793176,0.0509589843874411,2.019249756352356,-0.5434173669467787,0.3707652215114901,0.0051118210862619,0.2721265866805772,4.023136246786632,1.0051380860629415,0.8046272493573264,-0.5434173669467787,0.8897383973811557,0.8897383973811557,3.7025005804311775,-21.88831225490196,1953.53186875,9.986105399361024,9.986105399361024,0.1751257320570143,3.7025005804311775,0.0248268281546046,20.833090949554897,0.8897383973811557,-6.176923076923077
EXPD,0.4119439851156618,134.2899932861328,134.2899932861328,2021-12-31,FY,2021,1.780600150766297,1.5156545492750575,0.4639168590158004,84.16818223384283,25.097468642275565,109.2656508761184,51.159137295625015,58.106513580493385,0.1310503084785158,0.1155520341099295,0.1164773819036225,0.0856652975271547,0.2627906034242674,0.1860059403970786,0.4050713908378658,0.4916341198136177,0.7354672308657935,1.0080080614834763,0.1155520341099295,0.0614539242087541,0.1338302771327823,,0.1180337832141957,1.857105589530856,2.177733624921518,4.336555576143104,7.134600372379887,14.543299374231465,17.447759728329046,2.1713102710945136,5.134612314877768,4.920316887877265,10.220177953826598,0.138302441836478,0.0525610861174409,0.9582645360819996,1.857105589530856,,23.9604381052225,3.743298866873839,0.138302441836478,6.500204053541268,6.500204053541268,1.3746759875636645,16.047057878108813,27.29295755947453,26.15387331403556,26.15387331403556,0.1570563111474479,1.3746759875636645,0.0086185544345264,10.855146839686917,6.500204053541268,4645.56204379562
EXPD,-0.22615233178601687,103.91999816894533,103.91999816894533,2022-12-31,FY,2022,2.199559894939522,2.074176202682012,0.9903001623617672,45.06341907263683,6.308923048714799,51.37234212135163,27.16639975667365,24.205942364677973,0.1271802402209464,0.1068678255250161,0.1075426429552692,0.0795135855041718,0.2588857399486135,0.2428074457188833,0.4364597538087363,0.5158867304663894,0.739367969013411,1.0063145051088842,0.1068678255250161,0.0927414579977153,0.166707877535232,,0.1428874191604983,4.107654325750051,1.7975550647407204,8.099696106317715,13.43571482674419,57.85456522161176,16.911989966505484,3.053659876853926,13.064689282866082,12.532059382859948,12.478565732163672,0.1575063780067614,0.1247518932963683,0.9592313381149706,4.107654325750051,,24.528644153690223,7.08420513400505,0.1575063780067614,5.446908300619192,5.446908300619192,0.9923096118604788,12.479749285213853,8.292332235684345,7.9542649465294,7.9542649465294,-26.113875379310752,0.9923096118604788,0.0126209569124418,8.196981148519777,5.446908300619192,78.37655196116339
EXPD,0.22286378050601532,127.08000183105467,127.08000183105467,2023-12-31,FY,2023,1.8870959603663904,1.8870959603663904,0.8876275219841212,60.14967941239405,,60.14967941239404,39.010144967480834,21.13953444491321,0.1339205665309335,0.1010668691015482,0.1091415047779004,0.0809542037674823,0.2593514661664506,0.1628416366635333,0.3149676825569477,0.3220058006285727,0.7417361885583452,1.0798939924441422,0.1010668691015482,0.1141437719291794,0.2207764553308093,,0.1808492081959286,1.9956891079390524,1.934196247411467,6.068195268299144,9.356540466698265,,9.342102751869652,2.0115278649549704,7.06171341214019,6.798110512870371,10.143977846467436,0.2683404991213774,0.1132450046289775,0.9626715382110178,1.9956891079390524,,26.78920995065371,4.363876308821884,0.2683404991213774,7.93638387683812,7.93638387683812,2.039839872861718,25.197454584576885,18.71108152172305,18.01262563010888,18.01262563010888,-0.6399231606387972,2.039839872861718,0.010649508196182,17.848278394312555,7.93638387683812,195.819375
EXPD,-0.1283443889910503,110.7699966430664,110.7699966430664,2024-12-31,FY,2024,1.7710248331335563,1.7710248331335563,0.5556907832814656,68.79020500419084,,68.79020500419084,40.90303275964103,27.88717224454981,0.1272617415285955,0.0982332462149244,0.1032780011159835,0.0764182683577165,0.2586472415052978,0.1703817764296161,0.3644033410525899,0.3873991112301594,0.739927840701498,1.0513548629963998,0.0982332462149244,0.1196639028044837,0.2559306922319807,,0.2037777194354194,1.8511557518670785,2.1387459896752694,5.305987967004365,8.923543692832112,,10.58933266470607,2.2295948349948618,7.469863538356786,7.191025022696323,8.14457557875624,0.251936553866133,0.0993528144623162,0.9626715382110178,1.8511557518670785,,26.02656551178768,4.306596116179315,0.251936553866133,7.02546087920353,7.02546087920353,1.473294820110155,19.279353638499245,15.40392359230952,14.828918819093593,14.828918819093593,1.3908676553488728,1.473294820110155,0.0130676867383684,13.641258620861691,7.02546087920353,
