symbol,name,cik,cusip,isin,stock_exchange,long_description,ceo,company_url,business_phone_no,hq_address1,hq_address_city,hq_address_postal_code,hq_state,hq_country,employees,sector,industry_category,first_stock_price_date,is_etf,is_actively_trading,is_adr,is_fund,image,currency,market_cap,last_price,year_high,year_low,volume_avg,annualized_dividend_amount,beta,Stock
APP,AppLovin Corporation,0001751008,03831W108,US03831W1080,NASDAQ Global Select,"AppLovin Corporation engages in building a software-based platform for mobile app developers to enhance the marketing and monetization of their apps in the United States and internationally. The company's software solutions include AppDiscovery, a marketing software solution, which matches advertiser demand with publisher supply through auctions; Adjust, an analytics platform that helps marketers grow their mobile apps with solutions for measuring, optimizing campaigns, and protecting user data; and MAX, an in-app bidding software that optimizes the value of an app's advertising inventory by running a real-time competitive auction. Its business clients include various advertisers, publishers, internet platforms, and others. The company was incorporated in 2011 and is headquartered in Palo Alto, California.",Mr. Adam Arash Foroughi,https://www.applovin.com,800 839 9646,1100 Page Mill Road,Palo Alto,94304,CA,US,1533,Technology,Software - Application,2021-04-15,False,True,False,False,https://images.financialmodelingprep.com/symbol/APP.png,USD,117724134082,346.29,525.15,60.67,7443771,0.0,2.33,APP
APTV,Aptiv PLC,0001521332,00BTDN8H1,JE00BTDN8H13,New York Stock Exchange,"Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates in two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical components, systems integration, and software development for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, and autonomous driving technologies. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was founded in 2011 and is based in Dublin, Ireland.",Mr. Kevin P. Clark,https://www.aptiv.com,353 1 259 7013,5 Hanover Quay,Dublin,D02 VY79,,IE,141000,Consumer Cyclical,Auto - Parts,2011-11-17,False,True,False,False,https://images.financialmodelingprep.com/symbol/APTV.png,USD,14796972540,64.49,85.56,51.47,3475186,0.0,1.785,APTV
AR,Antero Resources Corporation,0001433270,03674X106,US03674X1063,New York Stock Exchange,"Antero Resources Corporation, an independent oil and natural gas company, acquires, explores for, develops, and produces natural gas, natural gas liquids, and oil properties in the United States. As of December 31, 2021, it had approximately 502,000 net acres in the Appalachian Basin; and 174,000 net acres in the Upper Devonian Shale. The company also owned and operated 494 miles of gas gathering pipelines in the Appalachian Basin; and 21 compressor stations. It had estimated proved reserves of 17.7 trillion cubic feet of natural gas equivalent, including 10.2 trillion cubic feet of natural gas; 718 million barrels of assumed recovered ethane; 501 million barrels of primarily propane, isobutane, normal butane, and natural gasoline; and 36 million barrels of oil. The company was formerly known as Antero Resources Appalachian Corporation and changed its name to Antero Resources Corporation in June 2013. Antero Resources Corporation was founded in 2002 and is headquartered in Denver, Colorado.",Mr. Paul M. Rady,https://www.anteroresources.com,303 357 7310,1615 Wynkoop Street,Denver,80202,CO,US,616,Energy,Oil & Gas Exploration & Production,2013-10-10,False,True,False,False,https://images.financialmodelingprep.com/symbol/AR.png,USD,12889075600,41.42,41.74,24.53,4825020,0.0,3.4,AR
ARCC,Ares Capital Corporation,0001287750,04010L103,US04010L1035,NASDAQ Global Market,"Ares Capital Corporation is a business development company specializing in acquisition, recapitalization, mezzanine debt, restructurings, rescue financing, and leveraged buyout transactions of middle market companies. It also makes growth capital and general refinancing. It prefers to make investments in companies engaged in the basic and growth manufacturing, business services, consumer products, health care products and services, and information technology service sectors. The fund will also consider investments in industries such as restaurants, retail, oil and gas, and technology sectors. It focuses on investments in Northeast, Mid-Atlantic, Southeast and Southwest regions from its New York office, the Midwest region, from the Chicago office, and the Western region from the Los Angeles office. The fund typically invests between $20 million and $200 million and a maximum of $400 million in companies with an EBITDA between $10 million and $250 million. It makes debt investments between $10 million and $100 million The fund invests through revolvers, first lien loans, warrants, unitranche structures, second lien loans, mezzanine debt, private high yield, junior capital, subordinated debt, and non-control preferred and common equity. The fund also selectively considers third-party-led senior and subordinated debt financings and opportunistically considers the purchase of stressed and discounted debt positions. The fund prefers to be an agent and/or lead the transactions in which it invests. The fund also seeks board representation in its portfolio companies.",Mr. Robert Kipp DeVeer III,https://www.arescapitalcorp.com,310 201 4100,2000 Avenue of the Stars,Los Angeles,90067,CA,US,1200,Financial Services,Asset Management,2004-10-05,False,True,False,False,https://images.financialmodelingprep.com/symbol/ARCC.png,USD,15206228280,22.31,23.84,19.32,4656322,1.92,1.062,ARCC
ARE,"Alexandria Real Estate Equities, Inc.",0001035443,015271109,US0152711091,New York Stock Exchange,"Alexandria Real Estate Equities, Inc. (NYSE:ARE), an S&P 500® urban office real estate investment trust (REIT), is the first, longest-tenured, and pioneering owner, operator, and developer uniquely focused on collaborative life science, technology, and agtech campuses in AAA innovation cluster locations, with a total market capitalization of $31.9 billion as of December 31, 2020, and an asset base in North America of 49.7 million square feet (SF). The asset base in North America includes 31.9 million RSF of operating properties and 3.3 million RSF of Class A properties undergoing construction, 7.1 million RSF of near-term and intermediate-term development and redevelopment projects, and 7.4 million SF of future development projects. Founded in 1994, Alexandria pioneered this niche and has since established a significant market presence in key locations, including Greater Boston, San Francisco, New York City, San Diego, Seattle, Maryland, and Research Triangle. Alexandria has a longstanding and proven track record of developing Class A properties clustered in urban life science, technology, and agtech campuses that provide our innovative tenants with highly dynamic and collaborative environments that enhance their ability to successfully recruit and retain world-class talent and inspire productivity, efficiency, creativity, and success. Alexandria also provides strategic capital to transformative life science, technology, and agtech companies through our venture capital platform. We believe our unique business model and diligent underwriting ensure a high-quality and diverse tenant base that results in higher occupancy levels, longer lease terms, higher rental income, higher returns, and greater long-term asset value.",Mr. Peter M. Moglia,https://www.are.com,626-578-0777,26 North Euclid Avenue,Pasadena,91101,CA,US,552,Real Estate,REIT - Office,1997-05-28,False,True,False,False,https://images.financialmodelingprep.com/symbol/ARE.png,USD,16613370160,95.98,130.14,93.25,1293505,5.19,1.193,ARE
ARES,Ares Management Corporation,0001176948,03990B101,US03990B1017,New York Stock Exchange,"Ares Management Corporation operates as an alternative asset manager in the United States, Europe, and Asia. The company's Tradable Credit Group segment manages various types of investment funds, such as commingled and separately managed accounts for institutional investors, and publicly traded vehicles and sub-advised funds for retail investors in the tradable and non-investment grade corporate credit markets. Its Direct Lending Group segment provides financing solutions to small-to-medium sized companies. The company's Private Equity Group segment focuses on majority or shared-control investments primarily in under-capitalized companies. Its Real Estate Group segment invests in new developments and the repositioning of assets, with a focus on control or majority-control investments; and originates and invests in a range of self-originated financing opportunities for middle-market owners and operators of commercial real estate. The firm was previously known as Ares Management, L.P. Ares Management Corporation was founded in 1997 and is headquartered in Los Angeles, California with additional offices in the United States, Europe and Asia. Ares Management GP LLC is the general partner of the company.",Mr. Michael J. Arougheti,https://www.aresmgmt.com,310-201-4100,2000 Avenue of the Stars,Los Angeles,90067,CA,US,3200,Financial Services,Asset Management,2014-05-02,False,True,False,False,https://images.financialmodelingprep.com/symbol/ARES.png,USD,31765172410,155.63,200.485,125.23,1391325,3.91,1.257,ARES
ARGX,argenx SE,0001697862,04016X101,NL0010832176,NASDAQ Global Select,"argenx SE, a biotechnology company, engages in the developing of various therapies for the treatment of autoimmune diseases in the United States, Japan, Europe, Middle East, Africa, and China. Its lead product candidate is efgartigimod for the treatment of patients with myasthenia gravis, immune thrombocytopenia, pemphigus vulgaris, generalized myasthenia gravis, chronic inflammatory demyelinating polyneuropathy, thyroid eye disease, bullous pemphigoid, myositis, primary sjögren's syndrome, post-covid postural orthostatic tachycardia syndrome, membranous nephropathy, lupus nephropathy, anca-associated vasculitis, and antibody mediated rejection; ENHANZE SC; Empasiprubart for multifocal motor neuropath, delayed graft function, and dermatomyositis; and ARGX-119 for congenital myasthenic syndrome and amyotrophic lateral sclerosis. The company is developing ARGX-213 targets FcRn; ARGX-121 and ARGX-220 targets immune system; ARGX-109 targets IL-6; ARGX-118 for inflammation; and ARGX-109, as well as cusatuzumab, ARGX-112, ARGX-114, and ARGX-115. It owns VYVGART; VYVGART HYTRULO; VYVDURA; ARGENX; ABDEG; NHANCE; SIMPLE ANTIBODY; and ARGENXMEDHUB. The company has strategic partnership with AbbVie S.À.R.L., Zai Lab Limited, and LEO Pharma A/S; and collaboration and license agreement with Genor Biopharma Co. Ltd, Université Catholique de Louvain, Sopartec S.A., NYU Langone Health, Leiden University Medical Center, AgomAb Therapeutics NV, Broteio Pharma B.V., VIB vzw, University of Texas, BioWa, Inc., and Shire International GmbH. It has collaboration agreement with Genmab A/S to discover, develop, and commercialize novel therapeutic antibodies with applications in immunology and oncology, as well as a strategic collaboration with IQVIA Holdings Inc. to provide safety systems and services. argenx SE was incorporated in 2008 and is based in Amsterdam, the Netherlands.","Mr. Timothy  Van Hauwermeiren EMBA, M.Sc.",https://www.argenx.com,31 10 703 8441,Laarderhoogtweg 25,Amsterdam,1101EB,,NL,1599,Healthcare,Biotechnology,2017-05-18,False,True,True,False,https://images.financialmodelingprep.com/symbol/ARGX.png,USD,36792000720,605.52,678.21,352.77,279701,0.0,0.196,ARGX
ARM,Arm Holdings plc American Depositary Shares,0001973239,042068205,US0420682058,NASDAQ,"Arm Holdings plc architects, develops, and licenses central processing unit products and related technologies for semiconductor companies and original equipment manufacturers rely on to develop products. It offers microprocessors, systems intellectual property (IPs), graphics processing units, physical IP and associated systems IPs, software, tools, and other related services. Its products are used in various markets, such as automotive, computing infrastructure, consumer technologies, and Internet of things. The company operates in the United States, the People's Republic of China, Taiwan, South Korea, and internationally. The company was founded in 1990 and is headquartered in Cambridge, the United Kingdom. Arm Holdings plc operates as a subsidiary of Kronos II LLC.",Mr. Rene Anthony Andrada  Haas,https://www.arm.com,44 1223 400 400,110 Fulbourn Road,Cambridge,CB1 9NJ,,GB,7096,Technology,Semiconductors,2023-09-14,False,True,True,False,https://images.financialmodelingprep.com/symbol/ARM.png,USD,130991120000,124.28,188.75,85.61,5751210,0.0,4.798926,ARM
AS,"Amer Sports, Inc.",0001988894,,FI0009000285,New York Stock Exchange,"Amer Sports, Inc. designs, manufactures, markets, distributes, and sells sports equipment, apparel, footwear, and accessories in Europe, the Middle East, Africa, the Americas, China, and the Asia Pacific. The company operates through three segments: Technical Apparel, Outdoor Performance, and Ball & Racquet Sports. The Technical Apparel segment offers outdoor apparel, footwear, and accessories under the Arc'teryx and Peak Performance brands. The Outdoor Performance segment provides outdoor apparel, footwear, accessories, and winter sports equipment under the Salomon, Atomic, Armada, and ENVE brands. The Ball & Racquet Sports segment offers sports equipment, apparel, and accessories under the Wilson, DeMarini, Louisville Slugger, EvoShield, and ATEC brands. The company also provides climbing gears, hiking and running footwear, skiing and snowboarding gears, functional athletic apparel, and lifestyle footwear, as well as sporting equipment for tennis, baseball, American football, basketball, golf, and various other professional and recreational sports. It sells its products through its retail stores, general sporting goods retailers, specialty stores, independently operated partner stores, and distributors, as well as its e-commerce websites, and retailer-owned and third-party e-commerce websites. The company was formerly known as Amer Sports Management Holding (Cayman) Limited and changed its name to Amer Sports, Inc. in August 2023. Amer Sports, Inc. was founded in 1950 and is based in Helsinki, Finland.",Mr. Jie  Zheng,https://www.amersports.com,358 20 712 2500,Konepajankuja 6,Helsinki,00511,,FI,13400,Consumer Cyclical,Leisure,2024-02-01,False,True,False,False,https://images.financialmodelingprep.com/symbol/AS.png,USD,15950745792,28.8,34.0,10.11,3272296,0.0,2.7869487,AS
ASML,ASML Holding N.V.,0000937966,N07059210,USN070592100,NASDAQ Global Select,"ASML Holding N.V. develops, produces, markets, sells, and services advanced semiconductor equipment systems for chipmakers. It offers advanced semiconductor equipment systems, including lithography, metrology, and inspection systems. The company also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography solutions to manufacture various range of semiconductor nodes and technologies. In addition, it offers metrology and inspection systems, including YieldStar optical metrology systems to assess the quality of patterns on the wafers; and HMI electron beam solutions to locate and analyze individual chip defects. Further, the company provides computational lithography solutions, and lithography systems and control software solutions; and refurbishes and upgrades lithography systems, as well as offers customer support and related services. It operates in Japan, South Korea, Singapore, Taiwan, China, rest of Asia, the Netherlands, rest of Europe, the Middle East, Africa, and the United States. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",Mr. Christophe D. Fouquet,https://www.asml.com,31 48 0235 0934,De Run 6501,Veldhoven,5504 DR,,NL,42786,Technology,Semiconductors,1995-03-15,False,True,True,False,https://images.financialmodelingprep.com/symbol/ASML.png,USD,285815234509,726.74,1110.09,645.45,1677298,6.52155,1.113,ASML
ASX,"ASE Technology Holding Co., Ltd.",0001122411,00215W100,US00215W1009,New York Stock Exchange,"ASE Technology Holding Co., Ltd. provides a range of semiconductors packaging and testing, and electronic manufacturing services in the United States, Taiwan, rest of Asia, Europe, and internationally. It offers packaging services, including flip chip ball grid array (BGA) and chip scale package (CSP), advanced chip scale packages, quad flat packages, low profile and thin quad flat packages, bump chip carrier and quad flat no-lead (QFN) packages, advanced QFN packages, plastic BGAs, and 3D chip packages; stacked die solutions in various packages; and copper and silver wire bonding solutions. The company also provides advanced packages, such as flip chip BGA; heat-spreader FCBGA; flip-chip CSP; hybrid FCCSP; flip chip package in package and package on package (POP); advanced single sided substrate; high-bandwidth POP; fan-out wafer-level packaging; SESUB; and 2.5D silicon interposer. In addition, it offers IC wire bonding packages; system-in-package products (SiP) and modules; and interconnect materials, as well as assembles automotive electronic products. Further, the company provides a range of semiconductor testing services, including front-end engineering testing, wafer probing, logic/mixed-signal/RF module and SiP/MEMS/discrete final testing, and other test-related services, as well as drop shipment services. Additionally, it develops, constructs, sells, leases, and manages real estate properties; produces substrates; offers information software, equipment leasing, investment advisory, and warehousing management services; processes and sells computer and communication peripherals, electronic components, telecommunications equipment, and motherboards; and imports and exports goods and technology. The company was incorporated in 1984 and is headquartered in Kaohsiung, Taiwan.",Mr. Hung-Pen  Chang,https://www.aseglobal.com,886 7 361 7131,"26, Chin 3rd Road",Kaohsiung,811,,TW,95492,Technology,Semiconductors,2000-10-02,False,True,True,False,https://images.financialmodelingprep.com/symbol/ASX.png,USD,21213164175,9.76,12.86,8.1,9958572,0.3216,1.014,ASX
ATEYY,Advantest Corporation,0001158838,00762U200,US00762U2006,Other OTC,"Advantest Corporation manufactures and sells semiconductor and component test system products and mechatronics-related products. It operates through three segments: Semiconductor and Component Test System; Mechatronics System; and Services, Support and Others. The Semiconductor and Component Test System segment provides customers with test system products for the semiconductor industry and the electronic parts industry. This segment offers test systems for SoC semiconductor devices; and test systems for memory semiconductors devices. The Mechatronics System segment provides test handlers; mechatronic-applied products for handling semiconductor devices; and device interfaces, which serve as interfaces with the devices that are measured. This segment also engages in the operations related to nano-technology products. The Services, Support and Others segment provides customer solutions for the semiconductor and component test system and mechatronics system segments; and support services. This segment is also involved in the sale of consumables and used products; and equipment lease business and others. In addition, the company engages in the research and development activities measuring and testing technologies. Advantest Corporation serves fabless semiconductor companies, foundries, and test houses, as well as industrial, design, and manufacturing companies in Japan, rest of Asia, the United States, and Europe. Advantest Corporation has collaboration with STMicroelectronics on advanced automated test cell for IC Testing; and partnership with PDF Solutions Inc. for cloud-based software solutions. The company was founded in 1954 and is headquartered in Tokyo, Japan.",Mr. Douglas  Lefever,https://www.advantest.com,81 3 3214 7500,Shin Marunouchi Center Building,Tokyo,100-0005,,JP,6766,Technology,Semiconductors,2001-09-18,False,True,True,False,https://images.financialmodelingprep.com/symbol/ATEYY.png,USD,38023944122,51.7,65.4,31.52,131755,0.19513,0.693,ATEYY
ATO,Atmos Energy Corporation,0000731802,049560105,US0495601058,New York Stock Exchange,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipeline and storage businesses in the United States. It operates through two segments, Distribution, and Pipeline and Storage. The Distribution segment is involved in the regulated natural gas distribution and related sales operations in eight states. This segment distributes natural gas to approximately three million residential, commercial, public authority, and industrial customers. As of September 30, 2021, it owned 71,921 miles of underground distribution and transmission mains. The Pipeline and Storage segment engages in the pipeline and storage operations. This segment transports natural gas for third parties and manages five underground storage reservoirs in Texas; and provides ancillary services to the pipeline industry, including parking arrangements, lending, and inventory sales. As of September 30, 2021, it owned 5,699 miles of gas transmission lines. Atmos Energy Corporation was founded in 1906 and is headquartered in Dallas, Texas.",Mr. John Kevin Akers,https://www.atmosenergy.com,972 934 9227,1800 Three Lincoln Centre,Dallas,75240,TX,US,5260,Utilities,Regulated Gas,1983-12-28,False,True,False,False,https://images.financialmodelingprep.com/symbol/ATO.png,USD,23545711520,148.34,154.55,110.97,895001,3.35,0.664,ATO
AU,AngloGold Ashanti Limited,0001067428,035128206,US0351282068,New York Stock Exchange,"AngloGold Ashanti Limited operates as a gold mining company in Africa, the Americas, and Australia. Its flagship property is a 100% owned Geita project located in the Lake Victoria goldfields of the Mwanza region in north-western Tanzania. The company also explores for silver and sulphuric acid. AngloGold Ashanti Limited was incorporated in 1944 and is headquartered in Johannesburg, South Africa.","Mr. Alberto Calderon Zuleta B.A., BA Econ, Econ, J.D., Law, M Phil Econ, M.A.",https://www.anglogoldashanti.com,27 11 637 6000,112 Oxford Road,Johannesburg,2198,,ZA,12227,Basic Materials,Gold,1998-08-05,False,True,False,False,https://images.financialmodelingprep.com/symbol/AU.png,USD,17935200738,35.62,36.69,21.37,2501032,0.91,0.924,AU
AUR,"Aurora Innovation, Inc.",0001828108,051774107,US0517741072,NASDAQ Global Select,"Aurora Innovation, Inc. operates as a self-driving technology company in the United States. It focuses on developing Aurora Driver, a platform that brings a suite of self-driving hardware, software, and data services together to adapt and interoperate passenger vehicles, light commercial vehicles, and trucks. The company was founded in 2017 and is headquartered in Pittsburgh, Pennsylvania.",Mr. Christopher  Urmson Ph.D.,https://aurora.tech,888 583 9506,1654 Smallman Street,Pittsburgh,15222,PA,US,1800,Technology,Information Technology Services,2021-05-10,False,True,False,False,https://images.financialmodelingprep.com/symbol/AUR.png,USD,13627540427,7.83,10.77,2.1,14926271,0.0,2.835,AUR
AVB,"AvalonBay Communities, Inc.",0000915912,053484101,US0534841012,New York Stock Exchange,"As of December 31, 2020, the Company owned or held a direct or indirect ownership interest in 291 apartment communities containing 86,025 apartment homes in 11 states and the District of Columbia, of which 18 communities were under development and one community was under redevelopment. The Company is an equity REIT in the business of developing, redeveloping, acquiring and managing apartment communities in leading metropolitan areas in New England, the New York/New Jersey Metro area, the Mid-Atlantic, the Pacific Northwest, and Northern and Southern California, as well as in the Company's expansion markets consisting of Southeast Florida and Denver, Colorado (the Expansion Markets).",Mr. Benjamin W. Schall,https://www.avalonbay.com,703-329-6300,4040 Wilson Boulevard,Arlington,22203,VA,US,2928,Real Estate,REIT - Residential,1994-03-11,False,True,False,False,https://images.financialmodelingprep.com/symbol/AVB.png,USD,30251948300,212.66,239.29,177.4,654535,6.8,1.013,AVB
AVGO,Broadcom Inc.,0001730168,11135F101,US11135F1012,NASDAQ Global Select,"Broadcom Inc. designs, develops, and supplies various semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company operates in two segments, Semiconductor Solutions and Infrastructure Software. It provides set-top box system-on-chips (SoCs); cable, digital subscriber line, and passive optical networking central office/consumer premise equipment SoCs; wireless local area network access point SoCs; Ethernet switching and routing merchant silicon products; embedded processors and controllers; serializer/deserializer application specific integrated circuits; optical and copper, and physical layers; and fiber optic transmitter and receiver components. The company also offers RF front end modules, filters, and power amplifiers; Wi-Fi, Bluetooth, and global positioning system/global navigation satellite system SoCs; custom touch controllers; serial attached small computer system interface, and redundant array of independent disks controllers and adapters; peripheral component interconnect express switches; fiber channel host bus adapters; read channel based SoCs; custom flash controllers; preamplifiers; and optocouplers, industrial fiber optics, and motion control encoders and subsystems. Its products are used in various applications, including enterprise and data center networking, home connectivity, set-top boxes, broadband access, telecommunication equipment, smartphones and base stations, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Broadcom Inc. was incorporated in 2018 and is headquartered in San Jose, California.",Mr. Hock E. Tan,https://www.broadcom.com,408 433 8000,1320 Ridder Park Drive,San Jose,95131-2313,CA,US,37000,Technology,Semiconductors,2009-08-06,False,True,False,False,https://images.financialmodelingprep.com/symbol/AVGO.png,USD,885189107000,188.26,251.88,119.756,30362781,2.235,1.03,AVGO
AVY,Avery Dennison Corporation,0000008818,053611109,US0536111091,New York Stock Exchange,"Avery Dennison Corporation manufactures and markets pressure-sensitive materials and products in the United States, Europe, Asia, Latin America, and internationally. The company's Label and Graphic Materials segment offers pressure-sensitive label and packaging materials; and graphics and reflective products under the Fasson, JAC, Avery Dennison, and Mactac brands, as well as durable cast and reflective films. It provides its products to the home and personal care, beer and beverage, durables, pharmaceutical, wine and spirits, and food market segments; architectural, commercial sign, digital printing, and other related market segments; construction, automotive, and fleet transportation market segments, as well as traffic and safety applications; and sign shops, commercial printers, and designers. The company's Retail Branding and Information Solutions segment designs, manufactures, and sells brand embellishments, graphic tickets, tags and labels, and sustainable packaging solutions, as well as offers creative services; radio-frequency identification products; visibility and loss prevention solutions; price ticketing and marking solutions; care, content, and country of origin compliance solutions; and brand protection and security solutions. It serves retailers, brand owners, apparel manufacturers, distributors, and industrial customers. The company's Industrial and Healthcare Materials segment offers tapes; pressure-sensitive adhesive based materials and converted products; medical fasteners; and performance polymers under the Fasson, Avery Dennison, and Yongle brands. It serves automotive, electronics, building and construction, general industrial, personal care, and medical markets. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Glendale, California.",Mr. Deon M. Stander,https://www.averydennison.com,626 304 2000,207 Goode Avenue,Glendale,91203,CA,US,35000,Industrials,Business Equipment & Supplies,1977-04-04,False,True,False,False,https://images.financialmodelingprep.com/symbol/AVY.png,USD,13873536540,175.69,233.48,173.02,718967,3.52,0.861,AVY
AWK,"American Water Works Company, Inc.",0001410636,030420103,US0304201033,New York Stock Exchange,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,700 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 480 groundwater treatment plants; 160 wastewater treatment plants; 52,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,300 treated water storage facilities; and 76 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. American Water Works Company, Inc. was founded in 1886 and is headquartered in Camden, New Jersey.",Ms. M. Susan Hardwick CPA,https://www.amwater.com,856 955 4001,1 Water Street,Camden,08102-1658,NJ,US,6700,Utilities,Regulated Water,2008-04-23,False,True,False,False,https://images.financialmodelingprep.com/symbol/AWK.png,USD,27128824520,139.16,152.07,113.34,1435130,3.06,0.681,AWK
AXON,"Axon Enterprise, Inc.",0001069183,05464C101,US05464C1018,NASDAQ Global Select,"Axon Enterprise, Inc. develops, manufactures, and sells conducted energy devices (CEDs) under the TASER brand in the United States and internationally. It operates through two segments, TASER, and Software and Sensors. The company also offers hardware and cloud-based software solutions that enable law enforcement to capture, securely store, manage, share, and analyze video and other digital evidence. Its products include TASER 7, TASER X26P, TASER X2, TASER Consumer devices, and related cartridges; on-officer body cameras, Axon Fleet in-car systems, and other devices; Axon Evidence digital evidence management software; Axon Signal enabled devices, as well as hardware extended warranties; and Axon docks, cartridges, and batteries. It sells its products through its direct sales force, distribution partners, online store, and third-party resellers. Axon Enterprise, Inc. has a strategic partnership with Fusus, Inc. to expand the capabilities of Axon Respond and the Fusus Real Time Crime Center in the Cloud solution to provide agencies real-time operations situational awareness, including streamlined investigative workflows. The company was formerly known as TASER International, Inc. and changed its name to Axon Enterprise, Inc. in April 2017. Axon Enterprise, Inc. was incorporated in 1993 and is headquartered in Scottsdale, Arizona.",Mr. Patrick W. Smith,https://www.axon.com,480 991 0797,17800 North 85th Street,Scottsdale,85255,AZ,US,4100,Industrials,Aerospace & Defense,2001-06-19,False,True,False,False,https://images.financialmodelingprep.com/symbol/AXON.png,USD,44225436294,577.18,715.99,273.52,819011,0.0,1.123,AXON
AXP,American Express Company,0000004962,025816109,US0258161092,New York Stock Exchange,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",Mr. Stephen Joseph Squeri,https://www.americanexpress.com,212 640 2000,200 Vesey Street,New York,10285,NY,US,75100,Financial Services,Financial - Credit Services,1972-06-01,False,True,False,False,https://images.financialmodelingprep.com/symbol/AXP.png,USD,196203136960,279.28,326.27,214.51,2773488,2.8,1.212,AXP
AZN,AstraZeneca PLC,0000901832,046353108,US0463531089,NASDAQ Global Select,"AstraZeneca PLC, a biopharmaceutical company, focuses on the discovery, development, manufacture, and commercialization of prescription medicines. The company's marketed products include Tagrisso, Imfinzi, Lynparza, Calquence, Enhertu, Orpathys, Truqap, Zoladex, Faslodex, Farxiga, Brilinta, Lokelma, Roxadustat, Andexxa, Crestor, Seloken, Onglyza, Bydureon, Fasenra, Breztri, Symbicort, Saphnelo, Tezspire, Pulmicort, Bevespi, and Daliresp for cardiovascular, renal, metabolism, and oncology. Its marketed products also comprise Vaxzevria, Beyfortus, Synagis, FluMist, Soliris, Ultomiris, Strensiq, Koselugo, and Kanuma for covid-19 and rare disease. The company serves primary care and specialty care physicians through distributors and local representative offices in the United Kingdom, rest of Europe, the Americas, Asia, Africa, and Australasia. It has a collaboration agreement with Neurimmune AG to develop and commercialize NI006; BenevolentAI for drug discovery for systemic lupus erythematosus; Lunit for developing AI-Powered Digital Pathology Risk Assessment Tools for NSCLC; and Absci Corporation for AI-driven drug discovery against an oncology target. The company was formerly known as Zeneca Group PLC and changed its name to AstraZeneca PLC in April 1999. AstraZeneca PLC was incorporated in 1992 and is headquartered in Cambridge, the United Kingdom.","Mr. Pascal Claude Roland Soriot D.V.M., M.B.A.",https://www.astrazeneca.com,44 20 3749 5000,1 Francis Crick Avenue,Cambridge,CB2 0AA,,UK,94300,Healthcare,Drug Manufacturers - General,1993-05-12,False,True,True,False,https://images.financialmodelingprep.com/symbol/AZN.png,USD,226544121000,73.05,87.68,62.75,5460711,1.54,0.157,AZN
